ID,Path,Canvas,Filename,Label
hou02614c00316,Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00316/seq111.jpg,(seq. 111),seq111.jpg,diagram_mixed
hou02614c00309,Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00309/seq117.jpg,(seq. 117),seq117.jpg,diagram_mixed
hou02614c01644,Manuscripts/I. Manuscripts/Q. Miscellanea/hou02614c01644/seq5.jpg,(seq. 5),seq5.jpg,diagram_mixed
hou02614c00538,Manuscripts/I. Manuscripts/D. Logic/hou02614c00538/seq2.jpg,(seq. 2),seq2.jpg,diagram_mixed
hou02614c00323,Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00323/seq80.jpg,(seq. 80),seq80.jpg,cover
hou02614c02518,Manuscripts/I. Manuscripts/D. Logic/hou02614c02518/seq11.jpg,(seq. 11),seq11.jpg,text
hou02614c00545,Manuscripts/I. Manuscripts/D. Logic/hou02614c00545/seq62.jpg,(seq. 62),seq62.jpg,diagram_mixed
hou02614c00526,Manuscripts/I. Manuscripts/D. Logic/hou02614c00526/seq16.jpg,(seq. 16),seq16.jpg,diagram_mixed
hou02614c00540,Manuscripts/I. Manuscripts/D. Logic/hou02614c00540/seq4.jpg,(seq. 4),seq4.jpg,text
hou02614c00363,Manuscripts/I. Manuscripts/D. Logic/hou02614c00363/seq6.jpg,(seq. 6),seq6.jpg,text
hou02614c00530,Manuscripts/I. Manuscripts/D. Logic/hou02614c00530/seq63.jpg,(seq. 63),seq63.jpg,text
hou02614c00326,Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00326/seq100.jpg,(seq. 100),seq100.jpg,cover
hou02614c00323,Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00323/seq55.jpg,(seq. 55),seq55.jpg,diagram_mixed
hou02614c00541,Manuscripts/I. Manuscripts/D. Logic/hou02614c00541/seq31.jpg,(seq. 31),seq31.jpg,diagram_mixed
hou02614c01605,Manuscripts/I. Manuscripts/Q. Miscellanea/hou02614c01605/seq15.jpg,(seq. 15),seq15.jpg,diagram_mixed
hou02614c00358,Manuscripts/I. Manuscripts/D. Logic/hou02614c00358/seq281.jpg,(seq. 281),seq281.jpg,diagram_mixed
hou02614c00314,Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00314/seq88.jpg,(seq. 88),seq88.jpg,text
hou02614c00528,Manuscripts/I. Manuscripts/D. Logic/hou02614c00528/seq7.jpg,(seq. 7),seq7.jpg,text
hou02614c00725,Manuscripts/I. Manuscripts/D. Logic/hou02614c00725/seq71.jpg,(seq. 71),seq71.jpg,diagram_mixed
hou02614c00455,Manuscripts/I. Manuscripts/D. Logic/hou02614c00455/seq243.jpg,sheet 113 (seq. 243),seq243.jpg,diagram_mixed
hou02614c00493,Manuscripts/I. Manuscripts/D. Logic/hou02614c00493/seq13.jpg,(seq. 13),seq13.jpg,diagram_mixed
hou02614c00541,Manuscripts/I. Manuscripts/D. Logic/hou02614c00541/seq87.jpg,(seq. 87),seq87.jpg,diagram_mixed
hou02614c00521,Manuscripts/I. Manuscripts/D. Logic/hou02614c00521/seq52.jpg,(seq. 52),seq52.jpg,text
hou02614c00462,Manuscripts/I. Manuscripts/D. Logic/hou02614c00462/seq31.jpg,sheet 69 (seq. 31),seq31.jpg,text
hou02614c00302,Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00302/seq69.jpg,(seq. 69),seq69.jpg,text
hou02614c02520,Manuscripts/I. Manuscripts/D. Logic/hou02614c02520/seq18.jpg,(seq. 18),seq18.jpg,text
hou02614c00457,Manuscripts/I. Manuscripts/D. Logic/hou02614c00457/seq190.jpg,(blank) (seq. 190),seq190.jpg,text
hou02614c00458,Manuscripts/I. Manuscripts/D. Logic/hou02614c00458/seq745.jpg,sheet 59 [f] (sheet 58 not present) (seq. 745),seq745.jpg,text
hou02614c02466,Manuscripts/I. Manuscripts/D. Logic/hou02614c02466/seq1.jpg,"Harvard University, Houghton Library, modbm_ms_am_1632_493_p24",seq1.jpg,diagram_mixed
hou02614c00309,Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00309/seq69.jpg,(seq. 69),seq69.jpg,diagram_mixed
hou02614c00522,Manuscripts/I. Manuscripts/D. Logic/hou02614c00522/seq52.jpg,(seq. 52),seq52.jpg,diagram_mixed
hou02614c00544,Manuscripts/I. Manuscripts/D. Logic/hou02614c00544/seq10.jpg,(seq. 10),seq10.jpg,diagram_mixed
hou02614c00522,Manuscripts/I. Manuscripts/D. Logic/hou02614c00522/seq56.jpg,(seq. 56),seq56.jpg,diagram_mixed
hou02614c00458,Manuscripts/I. Manuscripts/D. Logic/hou02614c00458/seq195.jpg,"sheet 100 (originally marked ""97"") (seq. 195)",seq195.jpg,diagram_mixed
hou02614c00358,Manuscripts/I. Manuscripts/D. Logic/hou02614c00358/seq663.jpg,(seq. 663),seq663.jpg,diagram_mixed
hou02614c00509,Manuscripts/I. Manuscripts/D. Logic/hou02614c00509/seq10.jpg,(seq. 10),seq10.jpg,text
hou02614c01605,Manuscripts/I. Manuscripts/Q. Miscellanea/hou02614c01605/seq15.jpg,(seq. 15),seq15.jpg,diagram_mixed
hou02614c02517,Manuscripts/I. Manuscripts/D. Logic/hou02614c02517/seq230.jpg,(seq. 230),seq230.jpg,text
hou02614c01605,Manuscripts/I. Manuscripts/Q. Miscellanea/hou02614c01605/seq19.jpg,(seq. 19),seq19.jpg,diagram_mixed
hou02614c00316,Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00316/seq132.jpg,(seq. 132),seq132.jpg,diagram_mixed
hou02614c00358,Manuscripts/I. Manuscripts/D. Logic/hou02614c00358/seq445.jpg,(seq. 445),seq445.jpg,diagram_mixed
hou02614c00725,Manuscripts/I. Manuscripts/D. Logic/hou02614c00725/seq97.jpg,(seq. 97),seq97.jpg,diagram_mixed
hou02614c00521,Manuscripts/I. Manuscripts/D. Logic/hou02614c00521/seq229.jpg,(seq. 229),seq229.jpg,diagram_mixed
hou02614c00459,Manuscripts/I. Manuscripts/D. Logic/hou02614c00459/seq85.jpg,sheet 43 [c] (seq. 85),seq85.jpg,text
hou02614c00355,Manuscripts/I. Manuscripts/C. Phenomenology/hou02614c00355/seq1.jpg,(seq. 1),seq1.jpg,cover
hou02614c00507,Manuscripts/I. Manuscripts/D. Logic/hou02614c00507/seq169.jpg,(seq. 169),seq169.jpg,text
hou02614c00458,Manuscripts/I. Manuscripts/D. Logic/hou02614c00458/seq227.jpg,sheet 80 [b] (seq. 227),seq227.jpg,text
hou02614c00451,Manuscripts/I. Manuscripts/D. Logic/hou02614c00451/seq673.jpg,Sheet 143 (seq. 673),seq673.jpg,text
hou02614c00519,Manuscripts/I. Manuscripts/D. Logic/hou02614c00519/seq45.jpg,(seq. 45),seq45.jpg,diagram_mixed
hou02614c00333,Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00333/seq441.jpg,sheet 22 [f] (seq. 441),seq441.jpg,text
hou02614c00519,Manuscripts/I. Manuscripts/D. Logic/hou02614c00519/seq47.jpg,(seq. 47),seq47.jpg,diagram_mixed
hou02614c02517,Manuscripts/I. Manuscripts/D. Logic/hou02614c02517/seq33.jpg,(seq. 33),seq33.jpg,text
hou02614c00509,Manuscripts/I. Manuscripts/D. Logic/hou02614c00509/seq29.jpg,(seq. 29),seq29.jpg,diagram_mixed
hou02614c00358,Manuscripts/I. Manuscripts/D. Logic/hou02614c00358/seq57.jpg,(seq. 57),seq57.jpg,text
hou02614c00519,Manuscripts/I. Manuscripts/D. Logic/hou02614c00519/seq43.jpg,(seq. 43),seq43.jpg,diagram_mixed
hou02614c00358,Manuscripts/I. Manuscripts/D. Logic/hou02614c00358/seq290.jpg,(seq. 290),seq290.jpg,text
hou02614c00507,Manuscripts/I. Manuscripts/D. Logic/hou02614c00507/seq133.jpg,(seq. 133),seq133.jpg,text
hou02614c00302,Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00302/seq85.jpg,(seq. 85),seq85.jpg,text
hou02614c00457,Manuscripts/I. Manuscripts/D. Logic/hou02614c00457/seq169.jpg,sheet 78 (seq. 169),seq169.jpg,text
hou02614c00545,Manuscripts/I. Manuscripts/D. Logic/hou02614c00545/seq54.jpg,(seq. 54),seq54.jpg,text
hou02614c00313,Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00313/seq9.jpg,(seq. 9),seq9.jpg,text
hou02614c00451,Manuscripts/I. Manuscripts/D. Logic/hou02614c00451/seq415.jpg,Sheet 14 [e] (seq. 415),seq415.jpg,text
hou02614c00508,Manuscripts/I. Manuscripts/D. Logic/hou02614c00508/seq42.jpg,(seq. 42),seq42.jpg,diagram_mixed
hou02614c00513,Manuscripts/I. Manuscripts/D. Logic/hou02614c00513/seq13.jpg,(seq. 13),seq13.jpg,diagram_mixed
hou02614c00879,Manuscripts/I. Manuscripts/D. Logic/hou02614c00879/seq41.jpg,(seq. 41),seq41.jpg,diagram_mixed
hou02614c00457,Manuscripts/I. Manuscripts/D. Logic/hou02614c00457/seq63.jpg,sheet 31 (seq. 63),seq63.jpg,text
hou02614c00709,Manuscripts/I. Manuscripts/D. Logic/hou02614c00709/seq57.jpg,(seq. 57),seq57.jpg,text
hou02614c00521,Manuscripts/I. Manuscripts/D. Logic/hou02614c00521/seq176.jpg,(seq. 176),seq176.jpg,text
hou02614c00304,Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00304/seq99.jpg,(seq. 99),seq99.jpg,diagram_mixed
hou02614c00304,Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00304/seq13.jpg,(seq. 13),seq13.jpg,diagram_mixed
hou02614c00304,Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00304/seq94.jpg,(seq. 94),seq94.jpg,text
hou02614c00458,Manuscripts/I. Manuscripts/D. Logic/hou02614c00458/seq397.jpg,sheet 71 [h] (seq. 397),seq397.jpg,text
hou02614c01644,Manuscripts/I. Manuscripts/Q. Miscellanea/hou02614c01644/seq14.jpg,(seq. 14),seq14.jpg,diagram_mixed
hou02614c00519,Manuscripts/I. Manuscripts/D. Logic/hou02614c00519/seq73.jpg,(seq. 73),seq73.jpg,diagram_mixed
hou02614c01605,Manuscripts/I. Manuscripts/Q. Miscellanea/hou02614c01605/seq26.jpg,(seq. 26),seq26.jpg,diagram_mixed
hou02614c00455,Manuscripts/I. Manuscripts/D. Logic/hou02614c00455/seq473.jpg,sheet 227 (seq. 473),seq473.jpg,text
hou02614c00458,Manuscripts/I. Manuscripts/D. Logic/hou02614c00458/seq579.jpg,sheet 28 [a] (seq. 579),seq579.jpg,diagram_mixed
hou02614c00451,Manuscripts/I. Manuscripts/D. Logic/hou02614c00451/seq473.jpg,Sheet 43 [b] (seq. 473),seq473.jpg,text
hou02614c00309,Manuscripts/I. Manuscripts/B. Pragmatism/hou02614c00309/seq87.jpg,(seq. 87),seq87.jpg,diagram_mixed
