Item,Category,Manifest ID,Canvas Label,Image Filename,Prediction
"Peirce, Charles S. (Charles Sanders), 1839-1914. An Attempt to state systematically the Doctrine of the Census in Geometrical Topics or Topical Geometry, more commonly called ""Topologie"" in German Books : autograph manuscript, undated. Peirce, Charles S. (Charles Sanders), 1839-1914. Charles S. Peirce papers, 1787-1951. MS Am 1632 (145). Houghton Library, Harvard University, Cambridge, Mass.",A. Mathematics,501068156,(seq. 14),seq14.jpg,blank
"Peirce, Charles S. (Charles Sanders), 1839-1914. An Attempt to state systematically the Doctrine of the Census in Geometrical Topics or Topical Geometry, more commonly called ""Topologie"" in German Books : autograph manuscript, undated. Peirce, Charles S. (Charles Sanders), 1839-1914. Charles S. Peirce papers, 1787-1951. MS Am 1632 (145). Houghton Library, Harvard University, Cambridge, Mass.",A. Mathematics,501068156,(seq. 15),seq15.jpg,text
"Peirce, Charles S. (Charles Sanders), 1839-1914. An Attempt to state systematically the Doctrine of the Census in Geometrical Topics or Topical Geometry, more commonly called ""Topologie"" in German Books : autograph manuscript, undated. Peirce, Charles S. (Charles Sanders), 1839-1914. Charles S. Peirce papers, 1787-1951. MS Am 1632 (145). Houghton Library, Harvard University, Cambridge, Mass.",A. Mathematics,501068156,(seq. 16),seq16.jpg,blank
"Peirce, Charles S. (Charles Sanders), 1839-1914. An Attempt to state systematically the Doctrine of the Census in Geometrical Topics or Topical Geometry, more commonly called ""Topologie"" in German Books : autograph manuscript, undated. Peirce, Charles S. (Charles Sanders), 1839-1914. Charles S. Peirce papers, 1787-1951. MS Am 1632 (145). Houghton Library, Harvard University, Cambridge, Mass.",A. Mathematics,501068156,(seq. 17),seq17.jpg,text
"Peirce, Charles S. (Charles Sanders), 1839-1914. An Attempt to state systematically the Doctrine of the Census in Geometrical Topics or Topical Geometry, more commonly called ""Topologie"" in German Books : autograph manuscript, undated. Peirce, Charles S. (Charles Sanders), 1839-1914. Charles S. Peirce papers, 1787-1951. MS Am 1632 (145). Houghton Library, Harvard University, Cambridge, Mass.",A. Mathematics,501068156,(seq. 18),seq18.jpg,blank
"Peirce, Charles S. (Charles Sanders), 1839-1914. An Attempt to state systematically the Doctrine of the Census in Geometrical Topics or Topical Geometry, more commonly called ""Topologie"" in German Books : autograph manuscript, undated. Peirce, Charles S. (Charles Sanders), 1839-1914. Charles S. Peirce papers, 1787-1951. MS Am 1632 (145). Houghton Library, Harvard University, Cambridge, Mass.",A. Mathematics,501068156,(seq. 19),seq19.jpg,text
"Peirce, Charles S. (Charles Sanders), 1839-1914. An Attempt to state systematically the Doctrine of the Census in Geometrical Topics or Topical Geometry, more commonly called ""Topologie"" in German Books : autograph manuscript, undated. Peirce, Charles S. (Charles Sanders), 1839-1914. Charles S. Peirce papers, 1787-1951. MS Am 1632 (145). Houghton Library, Harvard University, Cambridge, Mass.",A. Mathematics,501068156,(seq. 20),seq20.jpg,blank
"Peirce, Charles S. (Charles Sanders), 1839-1914. An Attempt to state systematically the Doctrine of the Census in Geometrical Topics or Topical Geometry, more commonly called ""Topologie"" in German Books : autograph manuscript, undated. Peirce, Charles S. (Charles Sanders), 1839-1914. Charles S. Peirce papers, 1787-1951. MS Am 1632 (145). Houghton Library, Harvard University, Cambridge, Mass.",A. Mathematics,501068156,(seq. 21),seq21.jpg,text
"Peirce, Charles S. (Charles Sanders), 1839-1914. An Attempt to state systematically the Doctrine of the Census in Geometrical Topics or Topical Geometry, more commonly called ""Topologie"" in German Books : autograph manuscript, undated. Peirce, Charles S. (Charles Sanders), 1839-1914. Charles S. Peirce papers, 1787-1951. MS Am 1632 (145). Houghton Library, Harvard University, Cambridge, Mass.",A. Mathematics,501068156,(seq. 22),seq22.jpg,blank
"Peirce, Charles S. (Charles Sanders), 1839-1914. An Attempt to state systematically the Doctrine of the Census in Geometrical Topics or Topical Geometry, more commonly called ""Topologie"" in German Books : autograph manuscript, undated. Peirce, Charles S. (Charles Sanders), 1839-1914. Charles S. Peirce papers, 1787-1951. MS Am 1632 (145). Houghton Library, Harvard University, Cambridge, Mass.",A. Mathematics,501068156,(seq. 23),seq23.jpg,text
"Peirce, Charles S. (Charles Sanders), 1839-1914. An Attempt to state systematically the Doctrine of the Census in Geometrical Topics or Topical Geometry, more commonly called ""Topologie"" in German Books : autograph manuscript, undated. Peirce, Charles S. (Charles Sanders), 1839-1914. Charles S. Peirce papers, 1787-1951. MS Am 1632 (145). Houghton Library, Harvard University, Cambridge, Mass.",A. Mathematics,501068156,(seq. 24),seq24.jpg,blank
"Peirce, Charles S. (Charles Sanders), 1839-1914. An Attempt to state systematically the Doctrine of the Census in Geometrical Topics or Topical Geometry, more commonly called ""Topologie"" in German Books : autograph manuscript, undated. Peirce, Charles S. (Charles Sanders), 1839-1914. Charles S. Peirce papers, 1787-1951. MS Am 1632 (145). Houghton Library, Harvard University, Cambridge, Mass.",A. Mathematics,501068156,(seq. 25),seq25.jpg,text
"Peirce, Charles S. (Charles Sanders), 1839-1914. An Attempt to state systematically the Doctrine of the Census in Geometrical Topics or Topical Geometry, more commonly called ""Topologie"" in German Books : autograph manuscript, undated. Peirce, Charles S. (Charles Sanders), 1839-1914. Charles S. Peirce papers, 1787-1951. MS Am 1632 (145). Houghton Library, Harvard University, Cambridge, Mass.",A. Mathematics,501068156,(seq. 26),seq26.jpg,blank
"Peirce, Charles S. (Charles Sanders), 1839-1914. An Attempt to state systematically the Doctrine of the Census in Geometrical Topics or Topical Geometry, more commonly called ""Topologie"" in German Books : autograph manuscript, undated. Peirce, Charles S. (Charles Sanders), 1839-1914. Charles S. Peirce papers, 1787-1951. MS Am 1632 (145). Houghton Library, Harvard University, Cambridge, Mass.",A. Mathematics,501068156,(seq. 27),seq27.jpg,text
"Peirce, Charles S. (Charles Sanders), 1839-1914. An Attempt to state systematically the Doctrine of the Census in Geometrical Topics or Topical Geometry, more commonly called ""Topologie"" in German Books : autograph manuscript, undated. Peirce, Charles S. (Charles Sanders), 1839-1914. Charles S. Peirce papers, 1787-1951. MS Am 1632 (145). Houghton Library, Harvard University, Cambridge, Mass.",A. Mathematics,501068156,(seq. 28),seq28.jpg,blank
"Peirce, Charles S. (Charles Sanders), 1839-1914. An Attempt to state systematically the Doctrine of the Census in Geometrical Topics or Topical Geometry, more commonly called ""Topologie"" in German Books : autograph manuscript, undated. Peirce, Charles S. (Charles Sanders), 1839-1914. Charles S. Peirce papers, 1787-1951. MS Am 1632 (145). Houghton Library, Harvard University, Cambridge, Mass.",A. Mathematics,501068156,(seq. 29),seq29.jpg,text
"Peirce, Charles S. (Charles Sanders), 1839-1914. An Attempt to state systematically the Doctrine of the Census in Geometrical Topics or Topical Geometry, more commonly called ""Topologie"" in German Books : autograph manuscript, undated. Peirce, Charles S. (Charles Sanders), 1839-1914. Charles S. Peirce papers, 1787-1951. MS Am 1632 (145). Houghton Library, Harvard University, Cambridge, Mass.",A. Mathematics,501068156,(seq. 30),seq30.jpg,blank
"Peirce, Charles S. (Charles Sanders), 1839-1914. An Attempt to state systematically the Doctrine of the Census in Geometrical Topics or Topical Geometry, more commonly called ""Topologie"" in German Books : autograph manuscript, undated. Peirce, Charles S. (Charles Sanders), 1839-1914. Charles S. Peirce papers, 1787-1951. MS Am 1632 (145). Houghton Library, Harvard University, Cambridge, Mass.",A. Mathematics,501068156,(seq. 31),seq31.jpg,text
"Peirce, Charles S. (Charles Sanders), 1839-1914. An Attempt to state systematically the Doctrine of the Census in Geometrical Topics or Topical Geometry, more commonly called ""Topologie"" in German Books : autograph manuscript, undated. Peirce, Charles S. (Charles Sanders), 1839-1914. Charles S. Peirce papers, 1787-1951. MS Am 1632 (145). Houghton Library, Harvard University, Cambridge, Mass.",A. Mathematics,501068156,(seq. 32),seq32.jpg,blank
"Peirce, Charles S. (Charles Sanders), 1839-1914. An Attempt to state systematically the Doctrine of the Census in Geometrical Topics or Topical Geometry, more commonly called ""Topologie"" in German Books : autograph manuscript, undated. Peirce, Charles S. (Charles Sanders), 1839-1914. Charles S. Peirce papers, 1787-1951. MS Am 1632 (145). Houghton Library, Harvard University, Cambridge, Mass.",A. Mathematics,501068156,(seq. 33),seq33.jpg,text
"Peirce, Charles S. (Charles Sanders), 1839-1914. An Attempt to state systematically the Doctrine of the Census in Geometrical Topics or Topical Geometry, more commonly called ""Topologie"" in German Books : autograph manuscript, undated. Peirce, Charles S. (Charles Sanders), 1839-1914. Charles S. Peirce papers, 1787-1951. MS Am 1632 (145). Houghton Library, Harvard University, Cambridge, Mass.",A. Mathematics,501068156,(seq. 34),seq34.jpg,blank
"Peirce, Charles S. (Charles Sanders), 1839-1914. An Attempt to state systematically the Doctrine of the Census in Geometrical Topics or Topical Geometry, more commonly called ""Topologie"" in German Books : autograph manuscript, undated. Peirce, Charles S. (Charles Sanders), 1839-1914. Charles S. Peirce papers, 1787-1951. MS Am 1632 (145). Houghton Library, Harvard University, Cambridge, Mass.",A. Mathematics,501068156,(seq. 35),seq35.jpg,text
"Peirce, Charles S. (Charles Sanders), 1839-1914. An Attempt to state systematically the Doctrine of the Census in Geometrical Topics or Topical Geometry, more commonly called ""Topologie"" in German Books : autograph manuscript, undated. Peirce, Charles S. (Charles Sanders), 1839-1914. Charles S. Peirce papers, 1787-1951. MS Am 1632 (145). Houghton Library, Harvard University, Cambridge, Mass.",A. Mathematics,501068156,(seq. 36),seq36.jpg,blank
"Peirce, Charles S. (Charles Sanders), 1839-1914. An Attempt to state systematically the Doctrine of the Census in Geometrical Topics or Topical Geometry, more commonly called ""Topologie"" in German Books : autograph manuscript, undated. Peirce, Charles S. (Charles Sanders), 1839-1914. Charles S. Peirce papers, 1787-1951. MS Am 1632 (145). Houghton Library, Harvard University, Cambridge, Mass.",A. Mathematics,501068156,(seq. 37),seq37.jpg,blank
"Peirce, Charles S. (Charles Sanders), 1839-1914. An Attempt to state systematically the Doctrine of the Census in Geometrical Topics or Topical Geometry, more commonly called ""Topologie"" in German Books : autograph manuscript, undated. Peirce, Charles S. (Charles Sanders), 1839-1914. Charles S. Peirce papers, 1787-1951. MS Am 1632 (145). Houghton Library, Harvard University, Cambridge, Mass.",A. Mathematics,501068156,(seq. 38),seq38.jpg,blank
"Peirce, Charles S. (Charles Sanders), 1839-1914. An Attempt to state systematically the Doctrine of the Census in Geometrical Topics or Topical Geometry, more commonly called ""Topologie"" in German Books : autograph manuscript, undated. Peirce, Charles S. (Charles Sanders), 1839-1914. Charles S. Peirce papers, 1787-1951. MS Am 1632 (145). Houghton Library, Harvard University, Cambridge, Mass.",A. Mathematics,501068156,(seq. 39),seq39.jpg,text
"Peirce, Charles S. (Charles Sanders), 1839-1914. An Attempt to state systematically the Doctrine of the Census in Geometrical Topics or Topical Geometry, more commonly called ""Topologie"" in German Books : autograph manuscript, undated. Peirce, Charles S. (Charles Sanders), 1839-1914. Charles S. Peirce papers, 1787-1951. MS Am 1632 (145). Houghton Library, Harvard University, Cambridge, Mass.",A. Mathematics,501068156,(seq. 40),seq40.jpg,blank
"Peirce, Charles S. (Charles Sanders), 1839-1914. An Attempt to state systematically the Doctrine of the Census in Geometrical Topics or Topical Geometry, more commonly called ""Topologie"" in German Books : autograph manuscript, undated. Peirce, Charles S. (Charles Sanders), 1839-1914. Charles S. Peirce papers, 1787-1951. MS Am 1632 (145). Houghton Library, Harvard University, Cambridge, Mass.",A. Mathematics,501068156,(seq. 41),seq41.jpg,text
"Peirce, Charles S. (Charles Sanders), 1839-1914. An Attempt to state systematically the Doctrine of the Census in Geometrical Topics or Topical Geometry, more commonly called ""Topologie"" in German Books : autograph manuscript, undated. Peirce, Charles S. (Charles Sanders), 1839-1914. Charles S. Peirce papers, 1787-1951. MS Am 1632 (145). Houghton Library, Harvard University, Cambridge, Mass.",A. Mathematics,501068156,(seq. 42),seq42.jpg,blank
"Peirce, Charles S. (Charles Sanders), 1839-1914. An Attempt to state systematically the Doctrine of the Census in Geometrical Topics or Topical Geometry, more commonly called ""Topologie"" in German Books : autograph manuscript, undated. Peirce, Charles S. (Charles Sanders), 1839-1914. Charles S. Peirce papers, 1787-1951. MS Am 1632 (145). Houghton Library, Harvard University, Cambridge, Mass.",A. Mathematics,501068156,(seq. 43),seq43.jpg,blank
"Peirce, Charles S. (Charles Sanders), 1839-1914. An Attempt to state systematically the Doctrine of the Census in Geometrical Topics or Topical Geometry, more commonly called ""Topologie"" in German Books : autograph manuscript, undated. Peirce, Charles S. (Charles Sanders), 1839-1914. Charles S. Peirce papers, 1787-1951. MS Am 1632 (145). Houghton Library, Harvard University, Cambridge, Mass.",A. Mathematics,501068156,(seq. 44),seq44.jpg,blank
"Peirce, Charles S. (Charles Sanders), 1839-1914. An Attempt to state systematically the Doctrine of the Census in Geometrical Topics or Topical Geometry, more commonly called ""Topologie"" in German Books : autograph manuscript, undated. Peirce, Charles S. (Charles Sanders), 1839-1914. Charles S. Peirce papers, 1787-1951. MS Am 1632 (145). Houghton Library, Harvard University, Cambridge, Mass.",A. Mathematics,501068156,(seq. 45),seq45.jpg,text
"Peirce, Charles S. (Charles Sanders), 1839-1914. An Attempt to state systematically the Doctrine of the Census in Geometrical Topics or Topical Geometry, more commonly called ""Topologie"" in German Books : autograph manuscript, undated. Peirce, Charles S. (Charles Sanders), 1839-1914. Charles S. Peirce papers, 1787-1951. MS Am 1632 (145). Houghton Library, Harvard University, Cambridge, Mass.",A. Mathematics,501068156,(seq. 46),seq46.jpg,blank
"Peirce, Charles S. (Charles Sanders), 1839-1914. An Attempt to state systematically the Doctrine of the Census in Geometrical Topics or Topical Geometry, more commonly called ""Topologie"" in German Books : autograph manuscript, undated. Peirce, Charles S. (Charles Sanders), 1839-1914. Charles S. Peirce papers, 1787-1951. MS Am 1632 (145). Houghton Library, Harvard University, Cambridge, Mass.",A. Mathematics,501068156,(seq. 47),seq47.jpg,text
"Peirce, Charles S. (Charles Sanders), 1839-1914. An Attempt to state systematically the Doctrine of the Census in Geometrical Topics or Topical Geometry, more commonly called ""Topologie"" in German Books : autograph manuscript, undated. Peirce, Charles S. (Charles Sanders), 1839-1914. Charles S. Peirce papers, 1787-1951. MS Am 1632 (145). Houghton Library, Harvard University, Cambridge, Mass.",A. Mathematics,501068156,(seq. 48),seq48.jpg,blank
"Peirce, Charles S. (Charles Sanders), 1839-1914. An Attempt to state systematically the Doctrine of the Census in Geometrical Topics or Topical Geometry, more commonly called ""Topologie"" in German Books : autograph manuscript, undated. Peirce, Charles S. (Charles Sanders), 1839-1914. Charles S. Peirce papers, 1787-1951. MS Am 1632 (145). Houghton Library, Harvard University, Cambridge, Mass.",A. Mathematics,501068156,(seq. 49),seq49.jpg,text
"Peirce, Charles S. (Charles Sanders), 1839-1914. An Attempt to state systematically the Doctrine of the Census in Geometrical Topics or Topical Geometry, more commonly called ""Topologie"" in German Books : autograph manuscript, undated. Peirce, Charles S. (Charles Sanders), 1839-1914. Charles S. Peirce papers, 1787-1951. MS Am 1632 (145). Houghton Library, Harvard University, Cambridge, Mass.",A. Mathematics,501068156,(seq. 50),seq50.jpg,blank
"Peirce, Charles S. (Charles Sanders), 1839-1914. An Attempt to state systematically the Doctrine of the Census in Geometrical Topics or Topical Geometry, more commonly called ""Topologie"" in German Books : autograph manuscript, undated. Peirce, Charles S. (Charles Sanders), 1839-1914. Charles S. Peirce papers, 1787-1951. MS Am 1632 (145). Houghton Library, Harvard University, Cambridge, Mass.",A. Mathematics,501068156,(seq. 51),seq51.jpg,text
"Peirce, Charles S. (Charles Sanders), 1839-1914. An Attempt to state systematically the Doctrine of the Census in Geometrical Topics or Topical Geometry, more commonly called ""Topologie"" in German Books : autograph manuscript, undated. Peirce, Charles S. (Charles Sanders), 1839-1914. Charles S. Peirce papers, 1787-1951. MS Am 1632 (145). Houghton Library, Harvard University, Cambridge, Mass.",A. Mathematics,501068156,(seq. 52),seq52.jpg,blank
"Peirce, Charles S. (Charles Sanders), 1839-1914. An Attempt to state systematically the Doctrine of the Census in Geometrical Topics or Topical Geometry, more commonly called ""Topologie"" in German Books : autograph manuscript, undated. Peirce, Charles S. (Charles Sanders), 1839-1914. Charles S. Peirce papers, 1787-1951. MS Am 1632 (145). Houghton Library, Harvard University, Cambridge, Mass.",A. Mathematics,501068156,(seq. 53),seq53.jpg,text
"Peirce, Charles S. (Charles Sanders), 1839-1914. An Attempt to state systematically the Doctrine of the Census in Geometrical Topics or Topical Geometry, more commonly called ""Topologie"" in German Books : autograph manuscript, undated. Peirce, Charles S. (Charles Sanders), 1839-1914. Charles S. Peirce papers, 1787-1951. MS Am 1632 (145). Houghton Library, Harvard University, Cambridge, Mass.",A. Mathematics,501068156,(seq. 54),seq54.jpg,blank
"Peirce, Charles S. (Charles Sanders), 1839-1914. An Attempt to state systematically the Doctrine of the Census in Geometrical Topics or Topical Geometry, more commonly called ""Topologie"" in German Books : autograph manuscript, undated. Peirce, Charles S. (Charles Sanders), 1839-1914. Charles S. Peirce papers, 1787-1951. MS Am 1632 (145). Houghton Library, Harvard University, Cambridge, Mass.",A. Mathematics,501068156,(seq. 55),seq55.jpg,text
"Peirce, Charles S. (Charles Sanders), 1839-1914. An Attempt to state systematically the Doctrine of the Census in Geometrical Topics or Topical Geometry, more commonly called ""Topologie"" in German Books : autograph manuscript, undated. Peirce, Charles S. (Charles Sanders), 1839-1914. Charles S. Peirce papers, 1787-1951. MS Am 1632 (145). Houghton Library, Harvard University, Cambridge, Mass.",A. Mathematics,501068156,(seq. 56),seq56.jpg,blank
"Peirce, Charles S. (Charles Sanders), 1839-1914. An Attempt to state systematically the Doctrine of the Census in Geometrical Topics or Topical Geometry, more commonly called ""Topologie"" in German Books : autograph manuscript, undated. Peirce, Charles S. (Charles Sanders), 1839-1914. Charles S. Peirce papers, 1787-1951. MS Am 1632 (145). Houghton Library, Harvard University, Cambridge, Mass.",A. Mathematics,501068156,(seq. 57),seq57.jpg,text
"Peirce, Charles S. (Charles Sanders), 1839-1914. An Attempt to state systematically the Doctrine of the Census in Geometrical Topics or Topical Geometry, more commonly called ""Topologie"" in German Books : autograph manuscript, undated. Peirce, Charles S. (Charles Sanders), 1839-1914. Charles S. Peirce papers, 1787-1951. MS Am 1632 (145). Houghton Library, Harvard University, Cambridge, Mass.",A. Mathematics,501068156,(seq. 58),seq58.jpg,blank
"Peirce, Charles S. (Charles Sanders), 1839-1914. An Attempt to state systematically the Doctrine of the Census in Geometrical Topics or Topical Geometry, more commonly called ""Topologie"" in German Books : autograph manuscript, undated. Peirce, Charles S. (Charles Sanders), 1839-1914. Charles S. Peirce papers, 1787-1951. MS Am 1632 (145). Houghton Library, Harvard University, Cambridge, Mass.",A. Mathematics,501068156,(seq. 59),seq59.jpg,text
"Peirce, Charles S. (Charles Sanders), 1839-1914. An Attempt to state systematically the Doctrine of the Census in Geometrical Topics or Topical Geometry, more commonly called ""Topologie"" in German Books : autograph manuscript, undated. Peirce, Charles S. (Charles Sanders), 1839-1914. Charles S. Peirce papers, 1787-1951. MS Am 1632 (145). Houghton Library, Harvard University, Cambridge, Mass.",A. Mathematics,501068156,(seq. 60),seq60.jpg,blank
"Peirce, Charles S. (Charles Sanders), 1839-1914. An Attempt to state systematically the Doctrine of the Census in Geometrical Topics or Topical Geometry, more commonly called ""Topologie"" in German Books : autograph manuscript, undated. Peirce, Charles S. (Charles Sanders), 1839-1914. Charles S. Peirce papers, 1787-1951. MS Am 1632 (145). Houghton Library, Harvard University, Cambridge, Mass.",A. Mathematics,501068156,(seq. 61),seq61.jpg,text
"Peirce, Charles S. (Charles Sanders), 1839-1914. An Attempt to state systematically the Doctrine of the Census in Geometrical Topics or Topical Geometry, more commonly called ""Topologie"" in German Books : autograph manuscript, undated. Peirce, Charles S. (Charles Sanders), 1839-1914. Charles S. Peirce papers, 1787-1951. MS Am 1632 (145). Houghton Library, Harvard University, Cambridge, Mass.",A. Mathematics,501068156,(seq. 62),seq62.jpg,blank
"Peirce, Charles S. (Charles Sanders), 1839-1914. An Attempt to state systematically the Doctrine of the Census in Geometrical Topics or Topical Geometry, more commonly called ""Topologie"" in German Books : autograph manuscript, undated. Peirce, Charles S. (Charles Sanders), 1839-1914. Charles S. Peirce papers, 1787-1951. MS Am 1632 (145). Houghton Library, Harvard University, Cambridge, Mass.",A. Mathematics,501068156,(seq. 63),seq63.jpg,text
"Peirce, Charles S. (Charles Sanders), 1839-1914. An Attempt to state systematically the Doctrine of the Census in Geometrical Topics or Topical Geometry, more commonly called ""Topologie"" in German Books : autograph manuscript, undated. Peirce, Charles S. (Charles Sanders), 1839-1914. Charles S. Peirce papers, 1787-1951. MS Am 1632 (145). Houghton Library, Harvard University, Cambridge, Mass.",A. Mathematics,501068156,(seq. 64),seq64.jpg,blank
"Peirce, Charles S. (Charles Sanders), 1839-1914. An Attempt to state systematically the Doctrine of the Census in Geometrical Topics or Topical Geometry, more commonly called ""Topologie"" in German Books : autograph manuscript, undated. Peirce, Charles S. (Charles Sanders), 1839-1914. Charles S. Peirce papers, 1787-1951. MS Am 1632 (145). Houghton Library, Harvard University, Cambridge, Mass.",A. Mathematics,501068156,(seq. 65),seq65.jpg,text
"Peirce, Charles S. (Charles Sanders), 1839-1914. An Attempt to state systematically the Doctrine of the Census in Geometrical Topics or Topical Geometry, more commonly called ""Topologie"" in German Books : autograph manuscript, undated. Peirce, Charles S. (Charles Sanders), 1839-1914. Charles S. Peirce papers, 1787-1951. MS Am 1632 (145). Houghton Library, Harvard University, Cambridge, Mass.",A. Mathematics,501068156,(seq. 66),seq66.jpg,blank
